id,song_played,time_played,user_id,user_sign_up_date,user_state
EWHYUOUNQF,Something,2015-06-01 17:32:04,125,2015-05-16,Washington
KZZMPJWHKZ,Let It Be,2015-06-01 09:27:33,32,2015-05-04,Wisconsin
CNPZOZFYBH,Here Comes The Sun,2015-06-07 18:08:58,22,2015-05-02,New York
OACCRTCKEY,Revolution,2015-06-14 12:38:19,13,2015-05-02,Michigan
VDGTCZDDZE,Eleanor Rigby,2015-06-03 06:51:18,180,2015-05-20,Louisiana
WTXBFSSAAR,Come Together,2015-06-25 22:58:02,53,2015-05-07,New Jersey
HPUPHYVEEF,Paperback Writer,2015-06-26 13:57:47,41,2015-05-04,Florida
UMZHWMSRVF,Hey Jude,2015-06-06 04:17:56,13,2015-05-02,Michigan
JPLPTWCAJM,Let It Be,2015-06-05 17:26:28,193,2015-05-20,Louisiana
TZHNZZRNXX,Lady Madonna,2015-06-26 19:06:47,148,2015-05-18,Alabama
XENCEUZGRA,Lucy In The Sky With Diamonds,2015-06-23 06:17:17,47,2015-05-06,New York
UEWDDRLUEZ,She Loves You,2015-06-28 05:50:32,184,2015-05-20,Wisconsin
URXZBOOLCZ,"Ob-la-di, Ob-la-da",2015-06-20 18:00:43,61,2015-05-07,California
INZGIVFPWG,Yesterday,2015-06-07 19:18:20,134,2015-05-16,Nebraska
OKJWRLDCLC,Come Together,2015-06-21 18:49:36,184,2015-05-20,Wisconsin
GIVDNKSRJX,Drive My Car,2015-06-06 14:25:24,123,2015-05-16,Texas
MKMOASQYKJ,The Long And Winding Road,2015-06-19 10:31:58,130,2015-05-16,Michigan
BSJKAZUQVA,Paperback Writer,2015-06-19 21:26:59,11,2015-05-02,Pennsylvania
BXXQSZSWKZ,SHE'S A WOMAN,2015-06-27 05:46:14,130,2015-05-16,Michigan
ZPEJHSHAYG,Eleanor Rigby,2015-06-07 15:10:35,108,2015-05-13,California
HZUKIABLDG,Sgt. Pepper/with A Little Help From My Friends,2015-06-05 13:32:46,35,2015-05-04,New Jersey
ONVJHFQDAI,Get Back,2015-06-02 13:54:28,176,2015-05-19,Missouri
LTVIWWKPTJ,A Day In The Life,2015-06-12 07:11:20,110,2015-05-14,California
DGSOHMPLXX,Strawberry Fields Forever,2015-06-28 14:46:17,13,2015-05-02,Michigan
MPCUGFOZDV,We Can Work It Out,2015-06-01 19:40:22,176,2015-05-19,Missouri
OQAQFHBMRE,Eleanor Rigby,2015-06-25 18:54:14,37,2015-05-04,Pennsylvania
WTWODNFGWX,I Saw Her Standing There,2015-06-28 20:18:13,184,2015-05-20,Wisconsin
NCYIRSYLOK,Help!,2015-06-27 07:12:18,171,2015-05-19,Illinois
JYMQEUEXHS,Day Tripper,2015-06-12 11:10:45,101,2015-05-12,Louisiana
OOFPICJIPA,Helter Skelter,2015-06-05 10:07:00,170,2015-05-19,Oregon
PXVRXCBHGG,The Ballad Of John And Yoko,2015-06-12 15:42:03,75,2015-05-08,Texas
CDXSXCFLMZ,Revolution,2015-06-08 20:08:54,10,2015-05-02,New York
OAMDJMKXMA,Come Together,2015-06-28 20:41:26,51,2015-05-06,Pennsylvania
UUOFRIVLWB,Come Together,2015-06-22 12:35:12,172,2015-05-19,Minnesota
VBJBFAWSXR,Revolution,2015-06-01 19:40:59,99,2015-05-12,Illinois
IXYLSISYSL,Here Comes The Sun,2015-06-21 21:54:05,167,2015-05-19,Massachusetts
TTPUVUNTUA,Here Comes The Sun,2015-06-27 17:04:16,158,2015-05-19,North Carolina
DBJWFGXZTL,Come Together,2015-06-22 05:25:31,38,2015-05-04,North Carolina
NLLJHTWJLV,Hey Jude,2015-06-20 16:51:46,141,2015-05-17,Ohio
GIKPJQXXVV,LITTLE CHILD,2015-06-03 12:23:23,51,2015-05-06,Pennsylvania
QNROZQPMEJ,Hey Jude,2015-06-10 16:11:08,6,2015-05-01,New Jersey
FBUZAQQTLV,We Can Work It Out,2015-06-05 12:12:07,105,2015-05-12,Arizona
MSYZMJAYAD,Revolution,2015-06-01 11:21:11,68,2015-05-08,Florida
JPLREQMQAE,Birthday,2015-06-05 16:42:26,193,2015-05-20,Louisiana
SLCJUMBBBV,Ticket to Ride,2015-06-13 16:37:06,134,2015-05-16,Nebraska
BADEJQLERP,A Day In The Life,2015-06-18 19:46:12,178,2015-05-19,Iowa
OMEERVCRII,I Feel Fine,2015-06-27 17:43:59,82,2015-05-09,Florida
SGZZLKTYVB,Hello Goodbye,2015-06-08 07:10:04,94,2015-05-11,South Carolina
NMCEPLSVDI,Yesterday,2015-06-19 14:19:59,172,2015-05-19,Minnesota
RYYYBFIIPV,Sgt. Pepper/with A Little Help From My Friends,2015-06-13 17:21:53,176,2015-05-19,Missouri
ZTKHOHMUHF,Lucy In The Sky With Diamonds,2015-06-28 18:52:03,118,2015-05-16,Florida
IFJCRMNGYZ,Get Back,2015-06-15 17:25:14,110,2015-05-14,California
KGSDACWNRT,Drive My Car,2015-06-14 14:36:57,49,2015-05-06,Ohio
CMKPVZNDWQ,Lady Madonna,2015-06-22 14:53:51,56,2015-05-07,Massachusetts
CWMCNWCIDY,We Can Work It Out,2015-06-12 16:46:13,174,2015-05-19,Rhode Island
ETZUMCGXTI,A Hard Day's Night,2015-06-26 09:39:06,147,2015-05-18,Texas
AOIDGKBTDP,Get Back,2015-06-04 12:10:37,16,2015-05-02,Georgia
KWKMIWCEPD,I Want You (She's So Heavy),2015-06-19 22:05:27,95,2015-05-11,Missouri
ZUZZBHOGEP,Eleanor Rigby,2015-06-08 17:58:09,138,2015-05-17,Alabama
LZTGMULCZU,A Day In The Life,2015-06-13 11:41:40,181,2015-05-20,Colorado
QWWKOJENQF,Come Together,2015-06-28 17:40:11,78,2015-05-08,Arkansas
ROPLIRPXYK,While My Guitar Gently Weeps,2015-06-12 21:34:01,183,2015-05-20,Georgia
ZPBVKUFUXB,The Long And Winding Road,2015-06-04 09:21:15,66,2015-05-08,Ohio
NJSCRJCSRO,Eight Days A Week,2015-06-04 14:49:05,52,2015-05-07,New York
ISSONJEFQF,Come Together,2015-06-21 21:13:02,26,2015-05-02,Mississippi
MJLLJTSKFF,The Ballad Of John And Yoko,2015-06-25 09:09:11,79,2015-05-09,Tennessee
NTNJLOVQFV,Come Together,2015-06-22 19:42:10,103,2015-05-12,California
YTRBPFAYVZ,Come Together,2015-06-23 06:15:09,106,2015-05-12,Alaska
SVLILVCRLK,Get Back,2015-06-03 17:26:14,10,2015-05-02,New York
HQIODHMOOD,Eleanor Rigby,2015-06-20 13:42:58,33,2015-05-04,Minnesota
BDVVZBVIDK,Get Back,2015-06-15 14:39:03,160,2015-05-19,California
SEFGZMFDYP,Let It Be,2015-06-01 22:00:03,35,2015-05-04,New Jersey
TZGOFESKJX,A Day In The Life,2015-06-10 15:09:45,125,2015-05-16,Washington
HSBFHJNUZM,Sgt. Pepper's Lonely Hearts Club Band (Reprise),2015-06-21 17:08:13,34,2015-05-04,Kentucky
ABKRERCLVJ,Hello Goodbye,2015-06-05 20:27:06,200,2015-05-20,North Carolina
MXZCVPTKTI,Get Back,2015-06-07 16:09:08,197,2015-05-20,Texas
SUAXKWNISK,Something,2015-06-18 22:27:06,32,2015-05-04,Wisconsin
XQLZFBTYZH,Come Together,2015-06-05 20:02:33,185,2015-05-20,New York
IIQIMMPXDN,Something,2015-06-02 10:16:09,6,2015-05-01,New Jersey
YKNRVQIURE,Get Back,2015-06-11 18:15:57,78,2015-05-08,Arkansas
LXJHUPDJOE,With a Little Help From My Friends,2015-06-13 18:12:13,100,2015-05-12,Missouri
KDQVUPCUAW,Let It Be,2015-06-14 18:43:47,194,2015-05-20,California
JJZAGCSBMM,"Ob-la-di, Ob-la-da",2015-06-22 22:59:51,195,2015-05-20,Alaska
DVYHHWWIJI,Come Together,2015-06-07 13:16:29,177,2015-05-19,Kansas
YZFCESZZRP,Hello Goodbye,2015-06-20 11:44:43,155,2015-05-19,Texas
XLYBEFCTYA,Sun King,2015-06-19 11:14:23,158,2015-05-19,North Carolina
ADCEFHREWB,Back In the U.S.S.R.,2015-06-24 18:06:22,102,2015-05-12,Indiana
OCIDBHYDSN,Revolution,2015-06-07 23:54:24,96,2015-05-12,South Carolina
WWSOIENWPD,Let It Be,2015-06-02 10:26:47,189,2015-05-20,Florida
JEORQIKTRY,Hello Goodbye,2015-06-14 10:34:42,185,2015-05-20,New York
KTPMRDKXXB,She Loves You,2015-06-09 05:19:40,194,2015-05-20,California
BEKJIMOCUM,Revolution,2015-06-04 17:55:32,115,2015-05-15,New Jersey
FWIQMVDYRT,Hello Goodbye,2015-06-22 15:03:43,33,2015-05-04,Minnesota
IPQTMTPTHL,Back In the U.S.S.R.,2015-06-01 18:20:25,119,2015-05-16,Oklahoma
AHNLSKHMCJ,Got To Get You Into My Life,2015-06-27 18:51:20,111,2015-05-14,Massachusetts
WXQMRCEJJY,Lucy In The Sky With Diamonds,2015-06-01 18:20:14,49,2015-05-06,Ohio
QACQHEMWDD,Revolution,2015-06-12 14:35:45,24,2015-05-02,Texas
GNFCTVYAGV,Let It Be,2015-06-28 22:22:25,14,2015-05-02,Ohio
IWMCWZEZPH,Here Comes The Sun,2015-06-28 18:49:16,111,2015-05-14,Massachusetts
IBCBKSDKVD,Come Together,2015-06-24 15:13:51,172,2015-05-19,Minnesota
JJEJSDPUVU,Get Back,2015-06-01 20:28:21,193,2015-05-20,Louisiana
BLADGWPXMC,Come Together,2015-06-04 10:14:52,111,2015-05-14,Massachusetts
SMWGOEVARZ,Come Together,2015-06-08 21:52:05,44,2015-05-04,California
IPAFTEZHWE,Please Please Me,2015-06-21 14:17:08,34,2015-05-04,Kentucky
WZMSLGZMHN,I've Got A Feeling,2015-06-19 14:25:02,99,2015-05-12,Illinois
WVJRNJBCJC,Back In the U.S.S.R.,2015-06-21 12:08:32,47,2015-05-06,New York
SZLICADRFM,Get Back,2015-06-12 17:45:09,158,2015-05-19,North Carolina
LHMYLGHTVX,Wild Honey Pie,2015-06-10 17:45:19,16,2015-05-02,Georgia
YWYMAPDIKR,Come Together,2015-06-20 16:31:25,120,2015-05-16,Georgia
URQSMDMCBN,Hello Goodbye,2015-06-13 17:34:49,72,2015-05-08,California
JEBAZNIXKM,Eleanor Rigby,2015-06-01 17:28:21,56,2015-05-07,Massachusetts
VEWTTSDKDF,Come Together,2015-06-15 10:54:33,200,2015-05-20,North Carolina
IYLSIIKASB,Come Together,2015-06-28 22:21:48,49,2015-05-06,Ohio
BWPKPUWVIY,Lucy In The Sky With Diamonds,2015-06-15 18:47:27,179,2015-05-19,New York
MEOGPDMKXV,A Day In The Life,2015-06-01 13:26:00,109,2015-05-14,Kentucky
ADRWTMKNNE,Get Back,2015-06-14 08:15:55,183,2015-05-20,Georgia
PITHGTGGWR,Something,2015-06-28 03:32:37,38,2015-05-04,North Carolina
TWIYPYHYUV,Get Back,2015-06-19 09:34:57,178,2015-05-19,Iowa
UPFQBFHUSC,Let It Be,2015-06-28 16:27:31,58,2015-05-07,Maryland
ZLNBCRFVXU,All My Loving,2015-06-02 13:29:03,174,2015-05-19,Rhode Island
ZVHMGJTGAU,She's Leaving Home,2015-06-08 08:31:39,88,2015-05-10,California
ASRHXLFSXQ,Yesterday,2015-06-17 15:44:38,122,2015-05-16,Louisiana
DAJFWLJNHU,Eleanor Rigby,2015-06-19 13:54:05,151,2015-05-18,Wisconsin
XNVVHHOFVC,Yesterday,2015-06-23 05:32:59,56,2015-05-07,Massachusetts
CHYMUTSKAB,Back In the U.S.S.R.,2015-06-08 18:13:07,84,2015-05-09,Florida
QOREJUZRWO,Penny Lane,2015-06-26 13:52:05,105,2015-05-12,Arizona
NKFLCFUWLN,Strawberry Fields Forever,2015-06-18 12:05:21,193,2015-05-20,Louisiana
RWMICMEBOB,"Ob-la-di, Ob-la-da",2015-06-21 14:05:16,194,2015-05-20,California
YUMNINYTHT,Get Back,2015-06-04 23:19:12,198,2015-05-20,Texas
PIBENWRNNG,While My Guitar Gently Weeps,2015-06-11 21:30:43,38,2015-05-04,North Carolina
BLYFWQWWHE,The Long And Winding Road,2015-06-19 23:47:07,196,2015-05-20,New York
MRBOWBYKND,Revolution,2015-06-14 13:37:32,124,2015-05-16,Arkansas
SLQZLNPYDY,Blackbird,2015-06-14 14:57:52,66,2015-05-08,Ohio
MPRZJZDRIF,Eleanor Rigby,2015-06-15 16:25:48,68,2015-05-08,Florida
FALBJRWXQG,We Can Work It Out,2015-06-01 17:32:56,130,2015-05-16,Michigan
LBYXZWBOMF,Lucy In The Sky With Diamonds,2015-06-28 03:34:29,178,2015-05-19,Iowa
NVWVUBQDGF,Get Back,2015-06-20 22:47:01,65,2015-05-08,Texas
KBFUXYVBPB,A Day In The Life,2015-06-01 12:36:46,169,2015-05-19,Kentucky
VVYHGTJSAC,Got To Get You Into My Life,2015-06-21 16:14:02,41,2015-05-04,Florida
XCYAESYOAW,Help!,2015-06-17 21:18:18,159,2015-05-19,California
IDPWSDAKLK,Let It Be,2015-06-06 16:51:57,99,2015-05-12,Illinois
FJGTKOZKNQ,Come Together,2015-06-15 13:09:33,10,2015-05-02,New York
ZFWDAUADEH,OH DARLING,2015-06-08 20:38:16,196,2015-05-20,New York
PWOMHDVBZR,Hey Jude,2015-06-27 23:13:27,117,2015-05-16,Missouri
ETNNBZNSJJ,Revolution,2015-06-27 13:40:13,193,2015-05-20,Louisiana
LLXJEEVLVJ,Help!,2015-06-21 14:58:00,174,2015-05-19,Rhode Island
MPKVCUSPNY,Let It Be,2015-06-02 11:13:15,104,2015-05-12,Texas
GLUNXPXMPM,Come Together,2015-06-01 05:02:54,54,2015-05-07,Ohio
DVFQOBWGSE,Here Comes The Sun,2015-06-27 11:25:13,98,2015-05-12,Mississippi
UTQRIXYKHU,Get Back,2015-06-14 08:29:08,138,2015-05-17,Alabama
CKOFIGPYCG,Come Together,2015-06-15 19:55:13,112,2015-05-14,California
WNTUKFBBAD,While My Guitar Gently Weeps,2015-06-27 16:56:14,11,2015-05-02,Pennsylvania
VTEVPUCNKL,Help!,2015-06-08 22:21:48,16,2015-05-02,Georgia
KRBTUFURKC,She's Leaving Home,2015-06-18 13:12:06,134,2015-05-16,Nebraska
HLTVBUSOXX,She Loves You,2015-06-08 17:54:49,155,2015-05-19,Texas
TQXDQVZNNL,Come Together,2015-06-01 11:03:56,119,2015-05-16,Oklahoma
BMNHNWSGOE,We Can Work It Out,2015-06-24 21:34:16,6,2015-05-01,New Jersey
SCZAVVIEKQ,I Want To Hold Your Hand,2015-06-27 09:15:07,45,2015-05-05,Illinois
LYYSEKWQOK,Revolution,2015-06-27 11:28:08,40,2015-05-04,Texas
RALZWLRRRN,Hello Goodbye,2015-06-04 14:14:52,124,2015-05-16,Arkansas
FEXZNQXPHL,While My Guitar Gently Weeps,2015-06-15 09:01:52,184,2015-05-20,Wisconsin
HGJWIQGGTA,Get Back,2015-06-16 14:42:36,27,2015-05-02,New York
JQKVYXLFQR,Come Together,2015-06-23 15:40:13,22,2015-05-02,New York
QKALYSDSZB,The Ballad Of John And Yoko,2015-06-06 17:31:14,87,2015-05-09,California
HUKZQLMVEM,"Ob-la-di, Ob-la-da",2015-06-10 10:50:23,38,2015-05-04,North Carolina
CVMHYFKBUW,Hello Goodbye,2015-06-08 09:25:52,58,2015-05-07,Maryland
VPTWNDNMIY,Back In the U.S.S.R.,2015-06-21 15:23:57,172,2015-05-19,Minnesota
AMBFQNQGRR,Let It Be,2015-06-27 21:32:32,85,2015-05-09,Missouri
HRDHLDJNHC,The Ballad Of John And Yoko,2015-06-18 15:34:16,86,2015-05-09,Georgia
KUVVFLJCBJ,Come Together,2015-06-04 14:34:48,134,2015-05-16,Nebraska
VQZJLXRBNM,Yesterday,2015-06-22 13:58:46,143,2015-05-17,New Jersey
MHXECRSEEA,Revolution,2015-06-11 10:20:35,106,2015-05-12,Alaska
UGDTOMJEWG,Yellow Submarine,2015-06-15 18:40:47,64,2015-05-08,South Carolina
ZPWRVHHMKI,Penny Lane,2015-06-05 15:32:32,11,2015-05-02,Pennsylvania
ZGHGQNHIJM,Revolution,2015-06-01 08:41:53,17,2015-05-02,Texas
OQMPLDWSCQ,Come Together,2015-06-24 21:56:10,60,2015-05-07,West Virginia
HRKKLYIGIW,Come Together,2015-06-09 10:13:30,98,2015-05-12,Mississippi
OXVYFWVXGX,Come Together,2015-06-17 11:25:30,54,2015-05-07,Ohio
TCCPDYZCRW,Day Tripper,2015-06-09 12:09:53,122,2015-05-16,Louisiana
KMWWHEHVUB,I Feel Fine,2015-06-10 14:05:01,147,2015-05-18,Texas
KURUKKAZAP,Reprise / Day in the Life,2015-06-21 16:54:52,126,2015-05-16,Illinois
DYPYSXUSRZ,A Day In The Life,2015-06-24 20:30:34,42,2015-05-04,New York
EVHMTQRPWB,Yesterday,2015-06-01 11:48:08,196,2015-05-20,New York
QMZUGZPZKG,I'm A Loser,2015-06-13 16:55:28,185,2015-05-20,New York
CDXVMVGDTC,Come Together,2015-06-07 14:14:29,42,2015-05-04,New York
MQBIKLKUSL,Back In the U.S.S.R.,2015-06-06 15:44:39,2,2015-05-01,North Carolina
OAWGHGDSIQ,Birthday,2015-06-11 12:26:08,123,2015-05-16,Texas
TXYKPMNBKS,Lady Madonna,2015-06-17 09:12:08,188,2015-05-20,New York
AVAJOJSVDI,A Day In The Life,2015-06-15 17:33:14,96,2015-05-12,South Carolina
MMLQXHZHGX,Come Together,2015-06-11 20:31:57,175,2015-05-19,Washington
BWDFMPDLGY,Let It Be,2015-06-27 13:14:18,38,2015-05-04,North Carolina
BWIMABIFNE,Revolution,2015-06-22 09:20:13,43,2015-05-04,Florida
MBJIRPGVJI,All My Loving,2015-06-27 14:58:04,18,2015-05-02,Maryland
CYGQEINVQY,Sun King,2015-06-06 15:29:28,6,2015-05-01,New Jersey
PNXVIHFFSC,Revolution,2015-06-22 13:13:17,23,2015-05-02,Mississippi
KGWUCBSWFY,Come Together,2015-06-18 14:39:15,126,2015-05-16,Illinois
CUDOPOVKHT,Come Together,2015-06-15 20:25:37,98,2015-05-12,Mississippi
VZFPYBLHAV,Back In the U.S.S.R.,2015-06-22 11:27:47,6,2015-05-01,New Jersey
ELSURFBMYL,Helter Skelter,2015-06-11 07:46:13,171,2015-05-19,Illinois
WZPCQUMNHA,While My Guitar Gently Weeps,2015-06-24 18:43:39,70,2015-05-08,Tennessee
YDHVGPVSKQ,Get Back,2015-06-14 06:53:07,54,2015-05-07,Ohio
PYAUTSSODY,We Can Work It Out,2015-06-08 12:47:01,64,2015-05-08,South Carolina
BVSULGXGKK,Hey Jude,2015-06-08 14:35:43,68,2015-05-08,Florida
QIEQXHOLKS,Revolution,2015-06-23 10:35:02,67,2015-05-08,New York
BLCJOJLDMW,Back In the U.S.S.R.,2015-06-22 18:17:56,152,2015-05-18,Texas
QIXDTWXURR,Hey Jude,2015-06-08 07:29:41,200,2015-05-20,North Carolina
UYGLUNTNQL,Sgt. Pepper/a Day In The Life,2015-06-22 04:40:51,147,2015-05-18,Texas
WROANNTLHS,BALLAD OF JOHN AND YOKO,2015-06-25 12:27:11,14,2015-05-02,Ohio
NATDZWGRIL,I Am the Walrus,2015-06-01 21:33:38,130,2015-05-16,Michigan
GLRHNTKCME,Something,2015-06-15 06:07:17,38,2015-05-04,North Carolina
VVDZTKJTXK,Revolution,2015-06-26 13:20:52,34,2015-05-04,Kentucky
IHJHHGRWXI,We Can Work It Out,2015-06-12 11:13:31,84,2015-05-09,Florida
VDYIYFOBDD,Come Together,2015-06-14 14:33:02,128,2015-05-16,California
PIWNOVWVBE,Let It Be,2015-06-01 06:14:45,163,2015-05-19,New York
YSGBINLITK,Come Together,2015-06-25 18:48:51,52,2015-05-07,New York
UJEJLNEXFL,A Day In The Life,2015-06-21 18:40:56,6,2015-05-01,New Jersey
FNWTFJQPNI,While My Guitar Gently Weeps,2015-06-01 18:49:22,20,2015-05-02,Georgia
KEPAMKQGON,I've Got A Feeling,2015-06-15 09:00:28,58,2015-05-07,Maryland
FZSZZRINKU,Here Comes The Sun,2015-06-05 13:05:30,59,2015-05-07,Michigan
KLTWIYCYRM,Magical Mystery Tour,2015-06-11 22:43:13,193,2015-05-20,Louisiana
YPOPUYUCXZ,Let It Be,2015-06-13 14:49:41,77,2015-05-08,New York
LMEGBFOMYQ,Back In the U.S.S.R.,2015-06-22 15:38:26,163,2015-05-19,New York
JLLKGWKCAD,A Day In The Life,2015-06-15 14:25:42,84,2015-05-09,Florida
UBBLXJVXHK,Wild Honey Pie,2015-06-22 16:22:12,67,2015-05-08,New York
OWTTZWHQBD,Back In the U.S.S.R.,2015-06-25 19:57:34,140,2015-05-17,New York
MQJVCRBBIO,Come Together,2015-06-28 12:40:40,130,2015-05-16,Michigan
YNHLBDQCOU,Here Comes The Sun,2015-06-12 02:38:56,112,2015-05-14,California
TKYRHEBJMZ,I Want To Hold Your Hand,2015-06-22 14:23:27,35,2015-05-04,New Jersey
YQRZBVBQED,A Day In The Life,2015-06-14 18:56:06,148,2015-05-18,Alabama
OOMIWNVXJD,Get Back,2015-06-20 14:45:25,162,2015-05-19,Tennessee
UQVGYFXOEX,Come Together,2015-06-11 14:00:59,170,2015-05-19,Oregon
JOPTSLWCYQ,Come Together,2015-06-15 23:16:16,153,2015-05-18,Indiana
BKJZIJTKJJ,Lucy In The Sky With Diamonds,2015-06-06 15:23:27,183,2015-05-20,Georgia
JETXTSWWGY,Revolution,2015-06-01 22:25:07,179,2015-05-19,New York
QLBAPTDSQF,Please Please Me,2015-06-25 14:00:15,180,2015-05-20,Louisiana
KJOMKZEJIN,We Can Work It Out,2015-06-22 22:42:04,51,2015-05-06,Pennsylvania
NIPNQWBPHG,Lady Madonna,2015-06-11 20:30:07,46,2015-05-06,Pennsylvania
ZVBMZGCAGE,Get Back,2015-06-05 10:50:26,193,2015-05-20,Louisiana
KKMTYSLSBG,While My Guitar Gently Weeps,2015-06-26 12:59:37,162,2015-05-19,Tennessee
EYPAQFYMBH,IN MY LIFE,2015-06-06 22:08:49,17,2015-05-02,Texas
FIXUJBRINW,A Day In The Life,2015-06-15 17:50:15,20,2015-05-02,Georgia
ZNLBEEAIMF,I Want You (She's So Heavy),2015-06-26 10:20:25,141,2015-05-17,Ohio
FZYXNTLTFE,Back In the U.S.S.R.,2015-06-18 16:21:14,147,2015-05-18,Texas
UMVOUNATOK,Hello Goodbye,2015-06-26 20:15:21,178,2015-05-19,Iowa
DBGELQRAUZ,Lucy In The Sky With Diamonds,2015-06-28 12:26:07,147,2015-05-18,Texas
IWARHRHNXS,"Ob-la-di, Ob-la-da",2015-06-02 11:39:59,169,2015-05-19,Kentucky
LPBQRDICMI,While My Guitar Gently Weeps,2015-06-10 15:42:03,183,2015-05-20,Georgia
VHNYAYBMRF,Birthday,2015-06-20 00:44:18,6,2015-05-01,New Jersey
YTBXKWMDOI,Come Together,2015-06-02 21:39:41,102,2015-05-12,Indiana
LMZYMUIAEW,Hello Goodbye,2015-06-14 18:11:53,198,2015-05-20,Texas
YNNOLLXSUX,Hey Jude,2015-06-05 11:42:59,81,2015-05-09,Maryland
PGQOOQNGYW,Revolution,2015-06-05 09:59:46,134,2015-05-16,Nebraska
YBIFVGWDLE,Get Back,2015-06-28 11:47:48,47,2015-05-06,New York
PYLLELDTUH,Revolution,2015-06-07 21:01:25,81,2015-05-09,Maryland
ORRCZGDSIE,Get Back,2015-06-04 09:23:58,19,2015-05-02,New York
EHFPSMNBRW,Hello Goodbye,2015-06-07 12:44:06,88,2015-05-10,California
XNAVDSBOOY,Hey Jude,2015-06-21 14:13:33,134,2015-05-16,Nebraska
PSGTULVYAG,"Ob-la-di, Ob-la-da",2015-06-25 10:19:54,52,2015-05-07,New York
XDVNXEXSPZ,"Ob-la-di, Ob-la-da",2015-06-22 18:10:30,138,2015-05-17,Alabama
DAHJFHMJQE,Eleanor Rigby,2015-06-07 20:03:00,3,2015-05-01,Ohio
HCOGSEHVUZ,"Ob-la-di, Ob-la-da",2015-06-05 20:25:50,124,2015-05-16,Arkansas
ENUWNUKTEY,Come Together,2015-06-04 11:21:53,105,2015-05-12,Arizona
VEJIEDYLDQ,We Can Work It Out,2015-06-19 01:13:33,198,2015-05-20,Texas
LCNZBASYEI,Hello Goodbye,2015-06-20 14:00:59,195,2015-05-20,Alaska
JBNWMWPHMV,ANYTIME AT ALL,2015-06-26 17:59:55,17,2015-05-02,Texas
GFTWHXIBFR,Baby You're A Rich Man,2015-06-14 14:00:15,85,2015-05-09,Missouri
ATMZNDEIQF,Get Back,2015-06-15 08:10:24,2,2015-05-01,North Carolina
LCTZCMHLWK,Eleanor Rigby,2015-06-07 08:50:52,64,2015-05-08,South Carolina
VTSCXJYXTE,Sgt. Pepper Inner Groove,2015-06-19 19:26:04,58,2015-05-07,Maryland
KBKHYBNFVU,Revolution,2015-06-08 13:09:59,176,2015-05-19,Missouri
ETEUMWDFJA,Revolution,2015-06-19 14:35:31,17,2015-05-02,Texas
DPVRKKHMRY,Here Comes The Sun,2015-06-25 09:25:13,98,2015-05-12,Mississippi
ULGCIIWVYF,Helter Skelter,2015-06-09 17:52:55,177,2015-05-19,Kansas
WJMZTYTWUK,Rocky Raccoon,2015-06-24 17:01:38,99,2015-05-12,Illinois
BWUNRHWEML,I Want To Hold Your Hand,2015-06-26 10:10:10,10,2015-05-02,New York
RURZMBQYJY,Eleanor Rigby,2015-06-01 08:10:45,108,2015-05-13,California
CRCRHCXKZA,Come Together,2015-06-15 10:23:29,67,2015-05-08,New York
AFEHKLPFVJ,A Day In The Life,2015-06-08 20:57:39,32,2015-05-04,Wisconsin
OMXEOWRVWT,Helter Skelter,2015-06-20 07:59:16,49,2015-05-06,Ohio
SRMELIKJOY,Come Together,2015-06-21 21:02:46,106,2015-05-12,Alaska
UYLTBLSJEK,Sun King,2015-06-12 11:16:48,42,2015-05-04,New York
XNDPTKLHFP,Ticket to Ride,2015-06-24 15:53:20,32,2015-05-04,Wisconsin
ZJHZLFVIUA,Revolution,2015-06-22 13:04:47,67,2015-05-08,New York
QBFYWIROIU,OH DARLING,2015-06-27 12:28:22,134,2015-05-16,Nebraska
KGXVBWFFYD,Come Together,2015-06-14 15:51:40,116,2015-05-15,Indiana
IVYMDTGVOQ,Day Tripper,2015-06-11 22:43:29,30,2015-05-03,North Carolina
PTOPCZFJVY,OH DARLING,2015-06-12 06:50:27,68,2015-05-08,Florida
MQMXVGVOLH,Back In the U.S.S.R.,2015-06-24 19:04:07,99,2015-05-12,Illinois
EHLDABNXXW,With a Little Help From My Friends,2015-06-11 16:30:37,41,2015-05-04,Florida
GHBZOVESFD,Let It Be,2015-06-23 19:19:49,94,2015-05-11,South Carolina
IUFBVLXQOP,Reprise / Day in the Life,2015-06-16 18:14:49,189,2015-05-20,Florida
TKRMNUJARC,Hello Goodbye,2015-06-18 10:36:44,6,2015-05-01,New Jersey
WEGYUTLHZG,Hey Jude,2015-06-18 06:46:46,55,2015-05-07,California
XSUELOOXWR,I Saw Her Standing There,2015-06-11 15:39:45,49,2015-05-06,Ohio
DHTLIVIQMM,Here Comes The Sun,2015-06-05 07:49:59,185,2015-05-20,New York
UOQHSBPSUT,Eleanor Rigby,2015-06-15 14:58:16,75,2015-05-08,Texas
HGGKQPMCNO,Revolution,2015-06-27 09:53:48,170,2015-05-19,Oregon
YKFGHPRICF,Revolution,2015-06-04 18:30:02,14,2015-05-02,Ohio
BCAFMQGYXU,Yellow Submarine,2015-06-22 11:21:55,18,2015-05-02,Maryland
IZSIIJEQGR,Let It Be,2015-06-06 13:55:10,174,2015-05-19,Rhode Island
SLKZNANUSA,Let It Be,2015-06-20 16:38:59,188,2015-05-20,New York
WCYYBMDRGI,Come Together,2015-06-07 18:22:53,193,2015-05-20,Louisiana
